utteranceID,Group,Start,End,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic
Group_03_265,Group_03,1394.33,1397.94,,,,,1,,,,,,,,,,,,,,
Group_03_266,Group_03,1399.11,1399.84,,,,,,,,,,,,,,,,,,,
Group_03_267,Group_03,1399.75,1401.36,,,,,1,,,,,,,,,,,,,,
Group_03_268,Group_03,1401.72,1403.7,,,,,,,,,,,,,,,,,,,
Group_03_269,Group_03,1403.91,1406.13,,,,,,1,,,,,,,,,,,,,
Group_03_270,Group_03,1407.21,1409.19,,,,,,1,,,,,,,,,,,,,
Group_03_271,Group_03,1409.97,1414.62,,,,,,,,1,,,,,,,,,,,
Group_03_272,Group_03,1414.68,1417.5,,,,,,,,,1,,,,,,,,,,
Group_03_273,Group_03,1417.77,1423.01,,,,,,,,,1,,,,,,,,,,
Group_03_274,Group_03,1418.91,1424.37,,,,,,,,,1,,,,,,,,,,
Group_03_275,Group_03,1424.73,1429.26,,1,,,,,,,,,,,,,,,,,
Group_03_276,Group_03,1429.62,1431.9,,,,,,,,,,,,,,,,,,,
Group_03_277,Group_03,1433.22,1435.08,,,,,,,,,,,,,1,,,,,,
Group_03_278,Group_03,1435.58,1436.33,,,,,,,,1,,,,,,,,,,,
Group_03_279,Group_03,1454.75,1458.72,,,,1,,,,,,,,,,,,,,,
Group_03_280,Group_03,1464.63,1465.5,,,,,,,,,,,,,,1,,,,,
Group_03_281,Group_03,1464.83,1467.17,,,,,,,,,,,,,,1,,,,,
Group_04_0,Group_04,0.33,4.32,,,,,,,,,,,,,,,,,,,
Group_04_1,Group_04,11.67,14.1,,,,,,,,,,,,,,,,,,,
Group_04_2,Group_04,14.64,16.71,,,,,,,,,,,,,,,,,,,
Group_04_3,Group_04,21.05,23.97,,,,,,,,,,,,,,,,,,,
Group_04_4,Group_04,21.5,22.25,,,,,1,,,,,,,,,,,,,,
Group_04_5,Group_04,24.96,32.4,,,,,,,,,,,,,,,,,,,
Group_04_6,Group_04,33.3,36.24,,,,,,,,,,,,,,,,,,,
Group_04_7,Group_04,36.78,40.38,,,,,,,,,,,,,,,,,,,
Group_04_8,Group_04,41.13,45,,,,,,,,,,,,,,,,,,,
Group_04_9,Group_04,45.72,52.8,,,,,,,,,,,,,,,,,,,
Group_04_10,Group_04,54.45,56.85,,,,,,,,,,,,,,,,,,,
Group_04_11,Group_04,57.36,68.75,,,,,,,,,,,,,,,,,,,
Group_04_12,Group_04,66.41,70.8,1,,,1,1,,,,,,,,,,,,,,
Group_04_13,Group_04,64.9,67.66,1,,,,,,,,,,,,,,,,,,
Group_04_14,Group_04,72.21,80.64,,1,,,,1,1,,,,,,,,,,,,
Group_04_15,Group_04,78.08,78.33,,,,,1,,,1,,,,,,,,,,,
Group_04_16,Group_04,80.79,83.1,,,,,,,,,1,,,,,,,,,,
Group_04_17,Group_04,83.58,83.84,,,,,,,1,,,,,,,,,,,,
Group_04_18,Group_04,85.12,86.13,,,,,,,,,,,,,,,,,,,
Group_04_19,Group_04,89.82,97.32,,1,,,,,,,1,,,,,,,,,,
Group_04_20,Group_04,91.67,95.35,,,,1,1,,,,,,,,,,,,,,
Group_04_21,Group_04,97.83,99.96,,,,1,,,,,,,,,,,,,,,
Group_04_22,Group_04,103.08,103.67,,,,,,,,,,,,,,1,,,,,
Group_04_23,Group_04,104.58,105.93,,,,,,,,,,,,,,,,,,,
Group_04_24,Group_04,108.33,112.77,,,,,,,,,,,,,,1,,1,,,
Group_04_25,Group_04,106.05,110.84,,,,,,,,,,,,,,,,,,,
Group_04_26,Group_04,110.18,111.34,,1,,,,,,,,,,,,,,,,,
Group_04_27,Group_04,116.34,118.32,,,,,,,,,,,,,,,,,,,
Group_04_28,Group_04,119.94,125.75,,,,,,,,,1,,,,,,,1,,,
Group_04_29,Group_04,123.5,127.41,,,,1,1,,,,1,,,,,,,,,,
Group_04_30,Group_04,124.15,125.03,,,,,,,,1,,,,,,,,,,,
Group_04_31,Group_04,127.47,130.62,,,,,,,,,1,,,,,,,,,,
Group_04_32,Group_04,127.47,127.75,,,,,,,,1,,,,,,,,,,,
Group_04_33,Group_04,130.65,132.5,,,,1,,,,,,,,,,,,,,,
Group_04_34,Group_04,134.91,136.92,,,,,,,,,,,,,,,,,,,
Group_04_35,Group_04,132.58,139.95,,1,,1,,,,,,,,,,,,,,,
Group_04_36,Group_04,142.5,145.8,,,,,,,,,,,,,,,,,,,
Group_04_37,Group_04,140.61,142.31,,,,,,,,,,,,,,,,,,,
Group_04_38,Group_04,142.32,143.25,,,,,,,,,,,,,,,,,,,
Group_04_39,Group_04,147.06,151.89,,,,,,,,,,,,,,,,,,,
Group_04_40,Group_04,155.04,161.79,,,,,,,,,,,,,,,,,,,
Group_04_41,Group_04,157.84,159.83,,,,,1,,,,1,,,,,,,,,,
Group_04_42,Group_04,160.63,161.79,,,,,1,,,,1,,,,,,,,,,
Group_04_43,Group_04,161.88,162.59,,,,,,,,,,,,,,,,,,,
Group_04_44,Group_04,162.59,163.86,,,,1,1,,,,,,,,,,,,,,
Group_04_45,Group_04,164.67,167.67,,,,1,,,,,,,,,,,,,,,
Group_04_46,Group_04,165.67,170.31,,,,,1,,,,,,,,,,1,,,1,
Group_04_47,Group_04,168.05,169.5,,,,,,,,,,,,,,,,,,,
Group_04_48,Group_04,170.46,177.06,,,,1,,,,,,,,,,,,,,,
Group_04_49,Group_04,170.46,172.25,,,,,,,,,,,,,,,,,,,1
Group_04_50,Group_04,175.5,177.06,,,,,,,,1,,,,,,,,,,,
Group_04_51,Group_04,177.87,182.61,,,,1,,,,,,,,,,,,,,,
Group_04_52,Group_04,178.83,180.41,,,,,,,,,,,,,,,1,,,,
Group_04_53,Group_04,183.06,183.59,,,,,,,,1,,,,,,,,,,,
Group_04_54,Group_04,183.33,186.09,,,,1,,,,,,,,,,,,,,,
Group_04_55,Group_04,184.34,187.35,,,,,1,,,1,,,,,,,,,,,
Group_04_56,Group_04,187.44,189.17,,,,,,,,,,,,,,,,,,,
Group_04_57,Group_04,187.44,191.04,,,,,,,,1,,,,,,,,,,,
Group_04_58,Group_04,191.46,195.96,,,,,,,,,1,,,,,,,,,,
Group_04_59,Group_04,199.65,200.85,,,,,,,,,,,,,,1,,,,,
Group_04_60,Group_04,199.02,199.73,,,,,,,,,,,,,,,,,,,
Group_04_61,Group_04,203.1,204.75,1,,,,,,,,,,,,,,,,,,
Group_04_62,Group_04,203.1,206.01,,,,,,,,,,,,,,,,,,,
Group_04_63,Group_04,209.31,212.34,1,,,,,,,,,,,,,,,,,,
Group_04_64,Group_04,213.51,217.65,,,,,,,,,,,,,,,,,,,
Group_04_65,Group_04,217.77,219.75,,,,,,,,,,,,,,,,,,,
Group_04_66,Group_04,220.29,226.71,,,,,,,,,,,,,,,,,,,
Group_04_67,Group_04,227.07,237.63,,1,,,,,,,,,,,,,,,,,
Group_04_68,Group_04,230.25,233.84,,1,,,,,,,,,,,,,,,,,
Group_04_69,Group_04,241.38,243.87,,,,,,,,,,,,,,,,,,1,
Group_04_70,Group_04,243.93,246.27,,,,,,,,1,,,,,,,,,,,
Group_04_71,Group_04,268.32,274.62,,,,,,,,,,,,,,,,,,1,
Group_04_72,Group_04,282.15,291.63,,,,1,,,,,,,,,,,,,,,
Group_04_73,Group_04,297.73,298.75,,,,,,,,,,,,,,,,,,,
Group_04_74,Group_04,294,296.07,,,,,,,,,,,,,,,,,,,
Group_04_75,Group_04,297.9,300.33,,,1,,,,,,,,,,,,,,,,
Group_04_76,Group_04,302.31,306.36,1,,,,,,,,,,,,,,,,,,
Group_04_77,Group_04,306.96,311.79,,,,,,1,,,,,,,,,,,,,
Group_04_78,Group_04,311.91,314.34,,,,,,,,1,,,,,,,,,,,
Group_04_79,Group_04,318.39,320.76,,,,,,,,,,,,,1,,,,,,
Group_04_80,Group_04,352.44,356.01,,,,1,,,,,,,,,,,,,,,
Group_04_81,Group_04,356.97,359.31,,,,,,,,,,,,,,,,,,,
Group_04_82,Group_04,365.31,368.73,,,,,,,,,,,,,,,,,,,
Group_04_83,Group_04,371.46,373.59,,,,,,,,,,,,,,,,,,,
Group_04_84,Group_04,373.95,380.1,,,,1,,,,,,,,,,,,,,,
Group_04_85,Group_04,381.75,386.33,,,,1,,,,,,,,,,,,,,,
Group_04_86,Group_04,386.33,387.83,,,,,,,,,,,,,,,,,,,
Group_04_87,Group_04,387.99,390.33,,,,,,,,,,,,,,,,,,,
Group_04_88,Group_04,391.14,394.05,,,,,,,,,,,,,,,,,,,
Group_04_89,Group_04,394.11,395.92,,,,1,,,,,,,,,,,,,,,
Group_04_90,Group_04,396.5,397.58,,,,,,,,1,,,,,,,,,,,
Group_04_91,Group_04,410.1,412.38,,,,,,,,,,,,,,,1,,,,
Group_04_92,Group_04,418.25,420.75,,1,,,,,,,,,,,,,,,,,
Group_04_93,Group_04,421.71,426.39,,,,,,,1,,,,,,,,,,,,
Group_04_94,Group_04,423.94,424.5,,,,1,,,,,,,,,,,,,,,
Group_04_95,Group_04,428.94,433.92,,,1,1,,,,,,,,,,,,,,,
Group_04_96,Group_04,430.51,431.33,,,,,1,,,,,,,,,,,,,,
Group_04_97,Group_04,435.24,438.21,,,,1,,,,,,,,,,,,,,,
Group_04_98,Group_04,440.13,442.08,,,,,,,1,,,,,,,,,,,,
Group_04_99,Group_04,442.09,444.63,,,,,,,1,,,,,,,,,,,,
Group_04_100,Group_04,446.79,450.83,,,,,,,,1,,,,,,,,,,,
Group_04_101,Group_04,452.22,454.11,,,,,,,,,,,,,,,,,,,
Group_04_102,Group_04,454.14,456.12,,,,,,,,,,,,,,,,,,,
Group_04_103,Group_04,459.51,464.67,,,,,,,,,1,,,,,,,,,,
Group_04_104,Group_04,463.67,465.99,,,,,1,,,,,,,,,,,,,,
Group_04_105,Group_04,466.26,468.24,,,,,,,,,1,,,,,,,,,,
Group_04_106,Group_04,468.63,470.61,,,,,,,,,1,,,,,,,,,,
Group_04_107,Group_04,470.79,478.47,,,,,,,,,1,,,,,,,,,,
Group_04_108,Group_04,476.4,478.47,,,,1,,,,,,,,,,,,,,,
Group_04_109,Group_04,478.77,480.83,,,,,,,,1,,,,,,,,,,,
Group_04_110,Group_04,479.58,480.84,,,,,,,,,,,,,,,,,,,
Group_04_111,Group_04,486.96,494.4,,,,,,,,,1,,,,,,,,,,
Group_04_112,Group_04,498.19,498.92,,,,,1,,,,,,,,,,,1,,,
Group_04_113,Group_04,495.21,499.17,,,,,,,,,1,,,,,,,,,,
Group_04_114,Group_04,499.26,502.17,,,,,,,,,,,,,,,,,,,
Group_04_115,Group_04,501.05,504.06,,,,,,,,,,,,,,1,,,,,
Group_04_116,Group_04,504.48,506.46,,,,,,,,,,,,,,1,,,,,
Group_04_117,Group_04,507.25,520.74,,,,,1,,,,,,,,,,,,,,
Group_04_118,Group_04,507.15,514.83,1,,,,1,,,,,,,,,,,,,,
Group_04_119,Group_04,512.08,520.74,,,,,1,,,1,,,,,,,,,,,
Group_04_120,Group_04,520.86,523.84,,,,1,,,,,,,,,,,,,,,
Group_04_121,Group_04,524.44,526.11,,,,,,,,1,,,,,,,,,,,
Group_04_122,Group_04,527.73,529.09,,,,1,1,,,,,,,,,,,,,,
Group_04_123,Group_04,527.73,532.26,,,,,,,,1,,,,,,,,,,,
Group_04_124,Group_04,529.33,531.25,,,,,,,,1,,,,,,,,,,,
Group_04_125,Group_04,532.29,534.45,,,,,,,,1,,,,,,,,,,,
Group_04_126,Group_04,534.87,543.06,1,,,,,,,,,,,,,,,,,,
Group_04_127,Group_04,543.12,553.76,,1,,,,,,,,,,,,,,,,,
Group_04_128,Group_04,546.55,556.14,,,,,1,,,,,,,,,,,,,,
Group_04_129,Group_04,549.75,556.14,,1,,,1,,,,,,,,,,,,,,
Group_04_130,Group_04,548.64,564.6,,,,,1,1,,,1,,,,,,,,,,
Group_04_131,Group_04,556.53,559.84,,,,,,1,,,,,,,,,,,,,
Group_04_132,Group_04,564.87,569.82,,,,,,,,1,,,,,,,,,,,
Group_04_133,Group_04,570.24,577.5,,,,1,,,,,,,,,,,,,,,
Group_04_134,Group_04,577.59,580.58,,,,1,,,,,,,,,,,,,,,
Group_04_135,Group_04,581.38,583.41,1,,,,,,,,,,,,,,,,,,
Group_04_136,Group_04,584.04,587.08,,,,1,1,,,,,,,,,,,,,,
Group_04_137,Group_04,584.04,586.16,,,,,,,,,,,,,,,,,,,
Group_04_138,Group_04,587.12,588.3,,,,,,,,1,,,,,,,,,,,
Group_04_139,Group_04,590.28,597.81,,,,,,,,,,,,,,,,,1,,
Group_04_140,Group_04,595.71,597.81,,,,,,,,,,,,,,,,,,,
Group_04_141,Group_04,591.32,596.41,1,,,1,,,,,,,,,,,,,,,
Group_04_142,Group_04,598.47,605.07,1,,,,,,,,,,,,,,,,,,
Group_04_143,Group_04,605.28,610.37,1,,,,,,,,,,,,,,,,,,
Group_04_144,Group_04,610.53,620.28,,,,,,,,,,,,,,,,,,,
Group_04_145,Group_04,620.31,623.46,1,,,,,,,,,,,,,,,,,,
Group_04_146,Group_04,623.52,635.92,1,,,,,,,,,,,,,,,,,,
Group_04_147,Group_04,635.95,639,,1,,,,1,,,,,,,,,,,,,
Group_04_148,Group_04,640.35,642.33,,,,,,,,1,,,,,,,,,,,
Group_04_149,Group_04,643.02,644.58,,,,,,,1,,,,,,,,,,,,
Group_04_150,Group_04,644.58,646.29,,,,,,,,1,,,,,,,,,,,
Group_04_151,Group_04,646.59,648.57,,,,,,,,,,,,,,,,,,,
Group_04_152,Group_04,651.42,656.92,,,,,,1,,,,,,,,,,,,,
Group_04_153,Group_04,650.7,664.02,,,,,,1,,,,,,,,,,,,,
Group_04_154,Group_04,664.32,666.48,,,,,,1,,,,,,,,,,,,,
Group_04_155,Group_04,666.81,676.26,1,,,,,,,,,,,,,,,,,,
Group_04_156,Group_04,668.22,672.17,,,,,1,,,,,,,,,,,,,,
Group_04_157,Group_04,667.41,672.25,1,,,,,,,,,,,,,,,,,,
Group_04_158,Group_04,676.68,679.25,,,,,,1,,,,,,,,,,1,,,
Group_04_159,Group_04,679.08,684.48,,,,,,,,,,,,,,,,1,,,
Group_04_160,Group_04,685.92,690.9,,,,,,,,,,,,,,,,,,,
Group_04_161,Group_04,690.99,692.34,,,,,,,,,,,,,1,,,,,,
Group_04_162,Group_04,693.66,695.88,,,,,,,,1,,,,,,,,,,,
Group_04_163,Group_04,696,699.6,,,,,,,,,,,,,,1,,,,,
Group_04_164,Group_04,700.2,700.44,,,,,,,,,,,,,,,,,,,
Group_04_165,Group_04,700.82,702.66,,,,1,,,,,,,,,,,,,,,
Group_04_166,Group_04,702.78,704.76,,,,,,,,1,,,,,,,,,,,
Group_04_167,Group_04,704.97,706.02,,,,,,,,1,,,,,,,,,,,
Group_04_168,Group_04,706.01,706.95,,,,,1,,,1,,,,,,,,,,,
Group_04_169,Group_04,707.4,715.44,,,,1,,,,,,,,,,,,,,,
Group_04_170,Group_04,714.64,715.44,,,,,,,,1,,,,,,,,,,,
Group_04_171,Group_04,715.47,718.14,,,,,,,,,,,,,,1,,,,,
Group_04_172,Group_04,718.38,726,1,,,,,,,,,,,,,1,,,,,
Group_04_173,Group_04,721.25,723.75,1,,,,,,,,,,,,,,,,,,
Group_05_0,Group_05,1.89,3.87,,,,,,,,,,,,,,,,,,,
Group_05_1,Group_05,11.55,14.79,,,,,,,,,,,,,,,,,,,
Group_05_2,Group_05,15.48,20.04,,,,,,,,,,,,,,,,,,,
Group_05_3,Group_05,20.25,22.68,,,,,,,,,,,,,,,,,,,
Group_05_4,Group_05,23.58,35.19,,,,,,,,,,,,,,,,,,,
Group_05_5,Group_05,23.58,24.25,,,,1,1,,,,,,,,,,,,,,
Group_05_6,Group_05,35.31,37.29,,,,,,,,,,,,,,,,,,,
Group_05_7,Group_05,37.71,45.87,,,,,,,,,,,,,,,,,,,
Group_05_8,Group_05,46.92,49.53,,,,,,,,,,,,,,,,,,,
Group_05_9,Group_05,49.59,55.83,,,,,,,,,,,,,,,,,,,
Group_05_10,Group_05,59.08,56.94,,,,1,,,,,,,,,,,,,,,
Group_05_11,Group_05,57.18,58.09,,,,,,,,,,,,,,,,,,,
Group_05_12,Group_05,58.15,59.46,,,,,,,,,,,,,,,,,,,
Group_05_13,Group_05,59.73,61.91,,,,1,,,,,,,,,,,,,,,
Group_05_14,Group_05,60.08,64.08,,,,,,,,,,,,,,,,,,,
Group_05_15,Group_05,62.91,64.62,,,,,1,,,,,,,,,,,,,,
Group_05_16,Group_05,65.43,67.67,,,,,,,,,,,,,,,,,,,
Group_05_17,Group_05,65.43,74.13,,,,,,,,,,,,,,,,,,,
Group_05_18,Group_05,68.88,74.02,,,,,,,,,,,,,,,,,,,
Group_05_19,Group_05,74.96,84.46,,1,,1,,1,,,1,,,,,,,,,,
Group_05_20,Group_05,74.85,79.84,,,,,,,,,1,,,,1,,,,,,
Group_05_21,Group_05,77.25,85.57,,,,,,,,,1,,,,,,,,,,
Group_05_22,Group_05,85.05,85.92,,,,,1,,,1,,,,,,,,,,,
Group_05_23,Group_05,85.25,86.12,,,,,,,,,,,,,,,,1,,,
Group_05_24,Group_05,92.25,95.19,,,,,,,,,1,,,,,,,,,,
Group_05_25,Group_05,95.79,99,,,,,,,,1,,,,,,,,,,,
Group_05_26,Group_05,99.78,101.76,,,,1,,,,,1,,,,,,,,,,
Group_05_27,Group_05,105.42,107.92,1,,,,,,,,,,,,,,,,,,
Group_05_28,Group_05,108.33,112.17,1,,,,,,,,1,,,,,,,,,,
Group_05_29,Group_05,108.58,112.17,,,,,1,,,,1,,,,,,,,,,
Group_05_30,Group_05,112.62,113.02,,,,,,,,1,,,,,,,,,,,
Group_05_31,Group_05,113.19,119.55,,1,,,,,,,,,,,,,,,,,
Group_05_32,Group_05,129.66,131.51,,,,,,,,,1,,,,,,,,,,
Group_05_33,Group_05,131.62,132.99,,,,,,,,,1,,,,,,,,,,
Group_05_34,Group_05,133.33,136.65,,,,,,,,,1,,,,,,,,,,
Group_05_35,Group_05,133.23,134.17,,,,,,,,1,,,,,,,,,,,
Group_05_36,Group_05,137.25,147.84,,,,1,,,,,,,,,,,,,,,
Group_05_37,Group_05,137.25,139.67,1,,,,1,,,,,,,,,,,,,,
Group_05_38,Group_05,139.81,147.84,,,,,,,,1,,,,,,,,,,,
Group_05_39,Group_05,147.96,154.32,,1,,,,,,,1,,,,,,,,,,
Group_05_40,Group_05,149.68,151.01,,,,,,,,1,,,,,,,,,,,
Group_05_41,Group_05,154.47,159.75,,,,,,,,,1,,,,,,,,,,
Group_05_42,Group_05,156.5,157.58,,,,1,1,,,,,,,,,,,,,,
Group_05_43,Group_05,160.38,161.33,,,,,,,,,1,,,,,,,,,,
Group_05_44,Group_05,161.42,163.86,,1,,,,,,,,,,,,,,,,,
Group_05_45,Group_05,164.07,168.25,,,,,,,,,1,,,,,,,,,,
Group_05_46,Group_05,167.06,170.07,,,,,1,,,,1,,,,,,,,,,
Group_05_47,Group_05,168.46,170.07,,,,,,,,,1,,,,,,,,,,
Group_05_48,Group_05,170.23,172.5,,1,,,,,,,,,,,,,,,,,
Group_05_49,Group_05,170.1,173.01,,1,,,1,,,,,,,,,,,,,,
Group_05_50,Group_05,174.48,183.63,,,,,1,,,,1,,,,,,,,,,
Group_05_51,Group_05,175.5,181.24,,,,,1,,,,1,,,,,,,,,,
Group_05_52,Group_05,184.5,186.08,,,,1,,,,,,,,,,,,1,,,
Group_05_53,Group_05,185.33,186.08,,,,,1,,,,,,,,,,,1,,,
Group_05_54,Group_05,185.92,187.23,,,,,1,,,,,,,,,,,1,,,
Group_05_55,Group_05,188.67,199.23,,,,1,1,,,,1,,,,,,,,,,
Group_05_56,Group_05,187.35,197.24,,,,,,,,,1,,,,,,,,,,
Group_05_57,Group_05,199.38,200.84,,,,,,,,1,,,,,,,,,,,
Group_05_58,Group_05,200.25,201.26,,,,1,1,,,,,,,,,,,,,,
Group_05_59,Group_05,205.77,218.67,1,,,,,,,,1,,,,,,,1,,,
Group_05_60,Group_05,207.25,218.67,,,,,,,,,1,,,,,,,1,,,
Group_05_61,Group_05,207.34,211.67,,,,,1,,,,1,,,,,,,1,,,
Group_05_62,Group_05,218.73,226.08,,,,1,,,,,1,,,,,,,,,,
Group_05_63,Group_05,223.92,229.77,,,,1,,,,,1,,,,,,,,,,
Group_05_64,Group_05,225.75,226.67,,,,1,,,,,,,,,,,,,,,
Group_05_65,Group_05,229.83,230.33,,,,,,,,1,,,,,,,,,,,
Group_05_66,Group_05,231.34,233.31,,,,,,,,,,,,,,,,,,,
Group_05_67,Group_05,231.95,232.33,,,,1,,,,,,,,,,,,,,,
Group_05_68,Group_05,233.58,236.64,,,,,,,,1,,,,,,,,,,,
Group_05_69,Group_05,235.08,235.92,,,,,,,,,,,,,,,,,,,
Group_05_70,Group_05,236.79,241.5,,,,,,,,,,,,,,,,1,,,
Group_05_71,Group_05,242.34,246.57,,,,1,,,,,1,,,,,,,,,,
Group_05_72,Group_05,244.17,246.57,,,,1,,,,,1,,,,,,,,,,
Group_05_73,Group_05,246.78,248.76,,,,,,,,,,,,,,,,,,,
Group_05_74,Group_05,249.72,253.59,,,,,,,,,,,,,,,,,,,
Group_05_75,Group_05,251.92,252.65,,,,,1,,,1,,,,,,,,,,,
Group_05_76,Group_05,254.13,256.11,,,,,,,,,,,,,,1,,,,,
Group_05_77,Group_05,257.33,259.01,,,,1,,,,,,,,,,,,,,,
Group_05_78,Group_05,256.2,257.01,,,,,,,,,,,,,,,,,,,
Group_05_79,Group_05,257.38,259.92,,,,1,,,,,,,,,,,,,,,
Group_05_80,Group_05,260.01,264,,,,1,,,,,,,,,,,,,,,
Group_05_81,Group_05,260.01,264,,,,1,,,,,,,,,,,,,,,
Group_05_82,Group_05,266.91,269.49,1,,,,,,,,,,,,,,,,,,
Group_05_83,Group_05,277.55,285.58,,,,,,,,,,,,,,,,,,,
Group_05_84,Group_05,270.27,287.13,1,,,1,,,,,,,,,,,,,,,
Group_05_85,Group_05,277.85,273.83,1,,,,,,,,,,,,,1,,,,,
Group_05_86,Group_05,289.33,293.88,,1,,,,,,,,,,,,,,,,,
Group_05_87,Group_05,287.31,289.17,,,,1,,,,,,,,,,,,1,,,
Group_05_88,Group_05,294.42,295.75,,1,,,,,,,,,,,,,,,,,
Group_05_89,Group_05,295.17,297.15,,1,,,1,,,,1,,,,,,,,,,
Group_05_90,Group_05,297.21,298.01,,,,1,,,,,,,,,,,,,,,
Group_05_91,Group_05,298.55,300.84,,,,,,,,,,,,,,,,1,,,
Group_05_92,Group_05,297.75,298.5,,,,,,,,1,,,,,,,,,,,
Group_05_93,Group_05,309,311.01,,,,,,,,,1,,,,,,,,,,
Group_05_94,Group_05,309.58,314.19,,,,,,,,1,,,,,,,,,,,
Group_05_95,Group_05,316.35,319.95,,1,,,,,,,,,,,,,,,,,
Group_05_96,Group_05,317.44,318.42,,,,,1,,,,,,,,,,,,,,
Group_05_97,Group_05,320.16,328.02,,,,,,,,,,,,,,,,,,,
Group_05_98,Group_05,331.17,335.64,,,,,,,,,1,,,,,,,,,,
Group_05_99,Group_05,344.13,347.37,,,,,,,,,1,,,,,,,,,,
Group_05_100,Group_05,346.41,347.27,,,,,,,,1,,,,,,,,,,,
Group_05_101,Group_05,347.55,349.95,,,,,,,,1,,,,,,,,,,,
Group_05_102,Group_05,348.02,349.85,,,,,,,,,,,,,,1,,,,,
Group_05_103,Group_05,359.1,361.59,,,,,,,,,1,,,,,,,,,,
Group_05_104,Group_05,362.07,364.92,,,,,,,,1,,,,,,,,,,,
Group_05_105,Group_05,363.92,368.1,,,,,,,,,,,,,,,,,,,
Group_05_106,Group_05,368.25,372.41,,,,1,,,,,,,,,,,,,,,
Group_05_107,Group_05,368.67,372.17,,,,,1,,,,1,,,,,,,,,,
Group_05_108,Group_05,372.5,374.04,,,,,1,,,,1,,,,,,,,,,
Group_05_109,Group_05,376.41,378.39,,,,,,,,,1,,,,,,,,,,
Group_05_110,Group_05,388.59,393.21,,,,,,,,,1,,,,,1,,,,,
Group_05_111,Group_05,393.33,395.88,,1,,,,,,,,,,,,,,,,,
Group_05_112,Group_05,397.02,403.25,,1,,,,,,,,,,,,,,,,,
Group_05_113,Group_05,401.25,405.69,,,,,1,,1,,,,,,,,,,,,
Group_05_114,Group_05,405.75,407.73,,,,,,,,1,,,,,,,,,,,
Group_05_115,Group_05,407.94,500.15,,,,,,,,,1,,,,,,,,,,
Group_05_116,Group_05,500.25,413.52,,,,,,,,,,,,,,1,,,,,
Group_05_117,Group_05,418.5,421.25,,,,,,,,,,,,,,,,,,,
Group_05_118,Group_05,416.73,418.9,,,,,,,,,1,,,,,,,,,,
Group_05_119,Group_05,500.92,422.64,,,,,1,,,,,,,,,1,,,,,
Group_05_120,Group_05,425.58,428.01,,,,,,,,,,,,,,,,,,,
Group_05_121,Group_05,428.79,431.08,,,,,,,,,1,,,,,,,,,,
Group_05_122,Group_05,430.06,432.39,,,,,1,,,,,,,,,,,1,,,
Group_05_123,Group_05,434.83,442.23,,1,,,,,,,1,,,,,,,,,,
Group_05_124,Group_05,432.78,438.59,,,,,,,,,,,,,,,,1,,,
Group_05_125,Group_05,452.58,454.83,,,,,,,,,1,,,,,,,,,,
Group_05_126,Group_05,454.98,456.96,,,,1,,,,,,,,,,,,,,,
Group_05_127,Group_05,459.54,463.38,,,,,,,,,1,,,,,,,,,,
Group_05_128,Group_05,460.9,461.34,,,,,1,,,1,,,,,,,,,,,
Group_05_129,Group_05,463.92,465.15,,,,,,,,,,,,,,1,,,,,
Group_05_130,Group_05,465.94,469.05,,,,,,,,,,,,,,,,,,,
Group_05_131,Group_05,480.36,484.53,,,,,,,,,1,,,,,,,,,,
Group_05_132,Group_05,493.08,498.54,1,,,,,,,,1,,,,,,,,,,
Group_05_133,Group_05,498.75,500.73,,,,,,,,,,,,,,,,,,,
Group_05_134,Group_05,504.09,509.7,1,,,,,,,,,,,,,,,,,,
Group_05_135,Group_05,511.08,513.27,,,,,,,,,1,,,,,,,,,,
Group_05_136,Group_05,513.33,515.52,,,,1,,,,,,,,,,,,,,,
Group_05_137,Group_05,515.76,518.64,,,,,,,,1,,,,,,,,,,,
Group_05_138,Group_05,516.16,516.72,,,,1,1,,,,,,,,,,,,,,
Group_05_139,Group_05,522.61,526.17,,1,,,,,,,,,,,,,,1,,,
Group_05_140,Group_05,520.59,522.5,,,,,,,,,1,,,,,,,1,,,
Group_05_141,Group_05,527.67,532.59,,,,,,,,,1,,,,,,,,,,
Group_05_142,Group_05,536.64,541.05,,,,,,,,,1,,,,,,,,,,
Group_05_143,Group_05,556.05,564.03,,,,,,,,,1,,,,,,,,,,
Group_05_144,Group_05,557.59,561.33,,,,,,,,,,,,,,,,1,,,
Group_05_145,Group_05,558.63,560.84,,,,,,,,,,,,,1,,,,,,
Group_05_146,Group_05,564.6,566.58,,,,,,,,,,,,,,,,1,,,
